ID,Title,Alternative Title,Year,Certificate,Director,Language,Duration,Country of Origin,Actors,tmdb_id
25338,SalÛn MÈxico,,1948,PG,Emilio Fern·ndez,Spanish,95,Mexico,"Rodolfo Acosta, Miguel Incl·n, Marga LÛpez",117457
25336,Syndromes and a Century,Sang Sattawat,2006,15,Apichatpong Weerasethakul,Thai,106,"Thailand, France, Austria","Nuntarut Sawaddikul, Jaruchai Ieamaram",27904
25334,The Counterfeiters,Die Falscher,2007,15,Stefan Ruzowitzky,German,99,Germany,"Martin Brambach, Karl Markovics, Devid Striesow, August Diehl",246777
25333,Blow Up,,1966,15,Michelangelo Antonioni,English,111,"UK, Italy","Vanesa Redgrave, Sarah Miles, Jane Birkin, David Hemming",1052
25330,Yella,,2007,12A,Christian Petzold,German,90,Germany,"Nina Hoss, Hinnerk Schonemann, Devid Striesow",3037
25328,Sparkle,,2007,15,"Neil Hunter, Tom Hunsinger",English,104,UK,"Stockard Channing, Shaun Evans, Lesley Manville, Bob Hoskins",88036
25325,exposures 07: LiveWire showcase,,,TBA,Various,,,,
25322,exposures 07: In a Dark Dark World,part of underexposed 07,2007,15,Various,,60,UK,
25320,exposures 07: Once Upon a Time,part of underexposed 07,2007,PG,Various,,60,UK,
25318,Sicko,,2007,12A,Michael Moore,English,123,US,,2359
25317,Your choice of British film,,,TBA,,,,,
25312,Control,,2007,15,Anton Corbijn,English,123,UK,"Toby Kebbell, Samantha Morton, Sam Riley, Joe Anderson, Alexandra Maria Lara",5708
25308,Opera Jawa,,2006,12A,Garin Nugroho,Javanese,120,"Indonesia, Austria","Retno Maruti, Martinus Miroto, Eko Supriyanto, Artika Sari Devi",63923
25307,Zoom,77 Years of Film at the Manchester School of Art,,TBA,,,,UK,,14113
25303,When A Woman Ascends the Stairs,Onna ga Kaidan o agaru toki,1960,PG,Mikio Naruse,Japanese,110,Japan,"Masayuki Mori, Hideko Takamine, Daisuke Kato",36872
25298,Ghosts of CitÈ Soleil,,2006,15,"Asger Leth, Milos Loncarevic","English, French, Haitian",89,"US, Denmark",,38008
25295,Rocket Science,,2006,15,Jeffrey Blitz,English,98,US,"Vincent Piazza, Reece Thompson, Nicholas D'Agosto, Anna Kendrick",13068
25292,12:08 East of Bucharest,A fost sau n-a fost,2006,15,Corneliu Porumboiu,Romanian,89,Romania,"Teo Corban, Mircea Andreescu, Ion Sapdaru",24159
25288,A Mighty Heart,,2007,15,Michael Winterbottom,English,107,"US, UK","Irfan Khan, Denis O'Hare, Dan Futterman, Archie Panjabi, Angelina Jolie",1988
25285,Pueblo Chico,Little Village,2004,TBA,Fern·n Rudnik,Spanish,70,Argentina,"Lorenzo Quinteros, Juli·n Romera, Diego Starosta, Carla Crespo"
25281,I Have Never Forgotten You: ,The Life and Legacy of Simon Wiesenthal,2007,12A,"Marvin Hier, Richard Trank",English,105,US,,40620
25279,Floating Clouds,Ukigumo,1955,12A,Mikio Naruse,Japanese,123,Japan,Masayuki Mori,77285
25278,Strange Culture,,2007,TBA,Lynn Hershman Leeson,English,75,US,"Tilda Swinton, Thomas Jay Ryan, Peter Coyote",112477
25274,Eagle vs. Shark,,,15,Taika Waititi,English,,New Zealand,,8748
25270,A Throw of the Dice,Prapancha Pash,,U,Franz Osten,Silent,,"UK, India, Germany","Seeta Devi, Himansu Rai, Charu Roy",35454
25268,Late Chrysanthemums,Bangiku,1954,PG,Mikio Naruse,Japanese,101,Japan,Haruko Sugimura,36871
25266,The Serpent,Le Serpent,2006,15,Eric Barbier,French,119,France,"Yvan Attal, Pierre Richard, Clovis Cornillac",44607
25264,Transylvania,,2006,15,Tony Gatlif,"English, French, German, Italian, Romanian",103,France,"Birol ‹nel, Asia Argento, Amira Casar",32604
25262,The Dam Busters,,1954,U,Michael Anderson,English,120,UK,"Ursula Jeans, Richard Todd, Michael Redgrave",13210
25259,2 Days in Paris,Deux jours ‡ Paris,2007,15,Julie Delpy,"English, French",96,"Germany, France","Marie Pillet, Julie Delpy, Daniel Br¸hl, Albert Delpy, Adam Goldberg",1845
25255,Hallam Foe,,2006,18,David MacKenzie,English,96,UK,"Maurice Roeves, Sophia Myles, Jamie Sives, Jamie Bell, Claire Forlani, Ewan Bremner, Ciaran Hinds",2239
25253,Welcome 2 My Deaf World ,,2005,PG,Helen Gaynor,,52,Australia,
25249,Klimt,,2006,15,Raul Ruiz,English,132,"UK, Germany, France, Austria","Veronica Ferres, Stephen Dillane, Saffron Burrows, John Malkovich",29291
25247,Mala Noche,Bad Night,1985,18,Gus Van Sant,"English, Spanish",78,US,"Tim Streeter, Ray Monge, Doug Cooeyate",383
25242,Henry V ,,1945,U,Laurence Olivier,English,138,UK,"RenÈe Asherson, Laurence Oliver, Felix Aylmer",10705
25236,The Caterpillar Wish,,2006,12A,Sandra Sciberras,English,100,Australia,"Wendy Hughes, Sacha Horler, Robert Mammone",46427
25233,02:37,,2006,15,Murali K. Thalluri,English,98,Australia,"Teresa Palmer, Joel Mackenie, Frank Sweet, Clementine Mellor"
25231,Babetteís Feast,Babettes GÊstebud,1998,U,Gabriel Axel,"Danish, French, Swedish",104,Denmark,"Jean-Philippe Lafont, StÈphane Audran, Jarl Kulle, Bodil Kjer, Birgitte Federspiel, Bibi Andersson",11832
25228,Irresistible,,2006,15,Ann Turner,English,100,Australia,"Susan Sarandon, Sam Neill, Emily Blunt",18858
25225,Daratt,Dry Season,2006,PG,Mahmat-Saleh Haroun,Arabic,96,"France, Chad","Ali Barkai, Abderamane Abakar",24171
25221,Lady Chatterley,,2006,18,Pascale Ferran,French,168,France,"Marina Hands, Jean-Louis Coullocíh, Hippolyte Girardot, HÈlËne Alexandridis",241339
25217,Private Fears in Public Places,Coeurs,2006,12A,Alain Resnais,French,120,"Italy, France","Pierre Arditi, Sabine AzÈma, Laura Morante, Lambert Wilson, Isabelle CarrÈ, AndrÈ Dussollier",24170
25213,Waitress,,2006,12A,Adrienne Shelly,English,108,US,"Keri Russell, Nathan Fillion, Jeremy Sisto, Cheryl Hines, Andy Griffith, Adrienne Shelly",10758
25208,Taxidermia,,2006,18,Gyˆrgy P·lfi,Hungarian,91,Hungary,"Marc Bischoff, Gergı TrÛcs·nyi, Csaba Czene",15742
25204,The Walker,,2006,15,Paul Schrader,English,107,"US, UK","Woody Harrelson, Lily Tomlin, Lauren Bacall, Kristin Scott Thomas",13251
25199,Flanders,Flandres,2006,18,Bruno Dumont,French,91,France,"Samuel Boidin, Henri Cretel, Adelaide Leroux",36143
25194,Tales from Earthsea,,2006,PG,Goro Miyazaki,Japanese,115,Japan,,37933
25191,Goldfinger,,1964,15,Guy Hamilton,English,108,UK,"Sean Connery, Honor Blackman, Gert Frobe",658
25188,Faces,,1968,15,John Cassavetes,English,131,US,"Seymour Cassel, Lynn Carlin, John Marley, Gena Rowlands",753
25185,Shut Up and Sing,,2006,15,"Barbara Kopple, Cecilia Peck",English,93,US,,2152
25182,Taking Liberties,,2007,12A,Chris Atkins,English,105,UK,,26273
25178,Sherrybaby,,2006,15,Laurie Collyer,English,96,US,"Sam Bottoms, Maggie Gyllenhaal, Kate Burton, Giancarlo Esposito, Brad William Henke",13075
25176,The Killing of a Chinese Bookie,,1976,15,John Cassavetes,English,109,US,"Timothy Carey, Seymour Cassel, Ben Gazarra",32040
25173,Lunacy,SÌlenÌ,2006,18,Jan Svankmajer,Czech,118,Czech Republic,"Pavel Liska, Jan Triska, Anna Geislerova",21156
25171,Opening Night,,1977,15,John Cassavetes,English,144,US,"John Cassavetes, Joan Blondell, Gena Rowlands, Ben Gazarra",165385
25167,"Paris, Je T'aime",,2006,15,"Alexander Payne, Alfonso CuarÛn, Bruno PodalydÈs, Christopher Doyle, Daniela Thomas, FrÈdÈric Auburtin, GÈrard Depardieu, Gurinder Chadha, Gus Van Sant, Isabel Coixet, Joel Coen, Nobuhiro Suwa, Oliver Schmitz, Olivier Assayas, Richard Lagravenese, Sylvain Chomet, Tom Tykwer, Vincenzo Natali, Walter Salles, Wes Craven","English, French",121,"Switzerland, Liechtenstein, France","Natalie Portman, Miranda Richardson, Melchior Belson, Marianne Faithfull, Nick Nolte, Olga Kurylenko, Yolande Moreau, Willem Dafoe, Steve Buscemi, Sergio Castellitto, Maggie Gyllenhaal, Ludivine Sagnier, Elias McConell, bruno podalydÈs, Bob Hoskins, Ben Gazarra, Elijah Wood, Emily Mortimer, Juliette Binoche, GÈrard Depardieu, Gena Rowlands, Fanny Ardant, AÔssa MaÔga",2266
25163,MoliËre,,2006,12A,Laurent Tirard,French,121,France,"Romain Duris, Laura Morante, Fabrice Luchini, Edouard Baer",21494
25160,Shadows,,1959,12A,John Cassavetes,English,81,US,"Lelia Goldoni, Ben Carruthers",15484
25158,The Cool World,,1964,18,Shirley Clarke,English,106,US,"Yolanda Rodriguez, Hampton Clanton, Clarence Williams III, Carl Lee",85521
25157,Kapital,,2007,15,Greg Hall,English,75,UK,,236416
25154,A Woman Under the Influence,,1974,15,John Cassavetes,English,155,US,"Peter Falk, Gena Rowlands",29845
25153,Tales About Relationships,,,TBA,"Alex Lai, Fung King-long, Leung Gong-styn, Tsang Tsui Shan, Vincent Chui",Cantonese,84,Hong Kong,
25151,Mapping the city,,,15,"Lam Ho-yin Benjamin, Mak Hoi-shan Anson, Poon Yick-sum, Tsang Tsui Shan, Wong Cheuk-hin George",Cantonese,77,Hong Kong,
25149,Exiled,Fong Juk,2006,15,Johnnie To,,100,Hong Kong,"Simon Yam, Francis Ng, Anthony Wong",87901
25147,Election 2,,2006,15,Johnnie To,,100,Hong Kong,"Simon Yam, Louis Koo",15077
25146,Exodus Shorts 2007,,2006,TBA,Various,,105,UK,
25143,Sketches of Frank Gehry,,2006,12A,,English,84,US,,27453
25139,The Golden Door ,Nuovomundo,2006,PG,,"English, Italian, Sicilian",118,,"Vincenza Amato, Filippo Luna, Charlotte Gainsbourg, Aurora Quattrochi",1993
25136,La Vie en Rose,La MÙme,2007,12A,Olivier Dahan,French,141,"UK, France, Czech Republic","Sylvie Testud, Pascal Greggory, Marion Cotillard, Emmanuelle Seigner",1407
25134,Shaolin Soccer,Siu lam juk kau,2001,12A,Stephen Chow,Cantonese,112,Hong Kong,"Zhao Wei, Stephen Chow, Man Tat Ng",11770
25131,Octopusalarm,Tintenfischalarm,2006,TBA,,German,107,Austria,
25129,Puccini for Beginners,,2005,TBA,Maria Maggenti,English,81,US,"Justin Kirk, Julianne Nicholson, Gretchen Mol, Elizabeth Reaser",20405
25127,Love Story,,2006,TBA,"Chris Hall, Mike Kerry",English,110,UK,,9062
25126,Eternal Summer,Sheng xia guang nian,2006,TBA,Leste Chen,Mandarin,95,Taiwan,"Kate Yeung, Hsiao-chuan Chang, Bryant Chang",57005
25123,The Balanda and the Bark Canoes,,2006,12A,"Molly Reynolds, Rolf de Heer, Tania Nehme",,,Australia,
25120,The War on Democracy,,2007,TBA,"Christopher Martin, John Pilger","English, Spanish",101,UK,,22452
25117,Tell No One ,Ne le dis ‡ personne,2006,15,Guillaume Canet,French,125,France,"Marie-JosÈe Croze, Nathalie Baye, Kristin Scott Thomas, Jean Rochefort, FranÁois Cluzet, Guillaume Canet, AndrÈ Dussollier",157123
25112,Grow Your Own,,2007,TBA,Richard Laxton,English,95,UK,"Pearce Quigley, Philip Jackson, Omid Djalili, John Henshaw, Eddie Marsan, Benedict Wong",17725
25110,Joe Strummer: The Future is Unwritten,,2007,15,Julien Temple,English,123,"UK, Ireland",,18893
25107,Black Gold,,2006,U,"Marc Francis, Nick Francis","Amharic, English, Italian",78,"US, UK",,77221
25104,El Topo,The Mole,1971,18,Alejandro Jodorowsky,Spanish,124,Mexico,"Brontis Jodorowsky, Alejandro Jodorowsky",13041
25102,Just an Ordinary Life,,2006,TBA,Pamela Meyer-Arndt,German,72,Germany,
25100,4.3,,2005,TBA,Royston Tan,"English, Korean, Mandarin",93,Singapore,"Xiao Li Yuan, Kim Young-jun"
25098,McCabe & Mrs. Miller ,,1971,15,Robert Altman,English,121,US,"Warren Beatty, RenÈ Auberjonois, Julie Christie",29005
25095,Scott Walker: 30 Century Man,,2006,12A,Stephen Kijak,English,90,"US, UK",,30867
25090,Ten Canoes,,2006,15,"Peter Djigirr, Rolf de Heer","English, Ganalbingu",92,Australia,"Richard Birrinbirrin, Peter Minygulu, Jamie Gulpilil, David Gulpilil, Crusoe Kurddal",14064
25086,Wild Tigers I Have Known,,2006,18,Cam Archer,English,80,US,"Patrick White, Malcolm Stumpf, Fairuza Balk",59995
25085,Tick Tock Lullaby,,2006,15,Lisa Gornick,English,73,UK,"Sarah Patterson, Raquel Cassidy, Lisa Gornick, Joanna Bending",278491
25082,Close to Home,Karov La Bayit,2005,15,"Dalia Hager, Vidu Bilu","Arabic, Hebrew",90,Israel,"Smadar Sayar, Naama Schendar, Irit Suki",28705
25078,Jindabyne,,2006,15,Ray Lawrence,English,123,Australia,"Laura Linney, Gabriel Byrne, Deborah Lee Furness",4657
25074,Prick Up Your Ears,,1987,15,Stephen Frears,English,110,UK,"Vanesa Redgrave, Julie Walters, Gary Oldman, Alfred Molina",27857
25073,The Blossoming of Maximo Oliveras ,Ang Pagdalaga ni Maximo Oliveros,2005,15,Auraeus Solito,Tagalog,101,Philippines,"Soliman Cruz, Neil Ryan Sese, Nathan LÛpez, JR Valentin"
25071,Sonja,,2006,15,Kirsi Marie Liimatainen,German,73,Germany,"Sabrina Kruschwitz, Julia Kaufmann, Christian Kirste",114931
25069,Calamity Jane,,1953,U,David Butler,English,101,US,"Howard Keel, Doris Day, Allyn McLerie",14117
25067,Longing,Sehnsucht,2005,15,Valeska Grisebach,German,90,Germany,"IlkIlka Welz, Anett Dornbusch, Andreas M¸ller",252614
25062,Mutual Appreciation,,2006,15,Andrew Bujalski,English,109,US,"Rachel Clift, Justin Rice, Andrew Bujalski",40769
25059,Kenneth Anger Shorts,,,18,Kenneth Anger,English,63,US,
25058,Beyond Hatred,Au-del· de la haine,2006,TBA,Olivier Meyrou,French,86,France,,18412
25055,The Wedding Banquet,Hsi yen,1993,15,Ang Lee,"English, Mandarin",108,"US, Taiwan","Winston Chao, Mitchell Lichtenstein, May Chin",9261
25053,Lights in the Dusk,Laitakaupungin valot,2006,PG,Aki Kaurism‰ki,Finnish,80,"Germany, France, Finland","Maria Jarvenhelmi, Maria Heiskanen, Janne Hyytainen",1379
25050,My Best Friend ,Mon meilleur ami,2006,12A,Patrice Leconte,French,95,France,"Julie Gayet, Julie Durand, Henri Garcin, Dany Boon, Daniel Auteuil",173385
25049,Go Fish,,1994,18,Rose Troche,English,83,US,"VS Brodie, T Wendy McMillan, Guinevere Turner",18620
25047,Gespenster,Ghosts,2005,TBA,Christian Petzold,German,85,Germany,"Sabine Timoteo, Marianne Basler, Julia Hummer",1115
25043,Sommer '04 an der Schlei,Summer '04,2006,15,Stefan Krohmer,German,97,Germany,"Robert Seeliger, Peter Davor, Martina Gedeck",428
25041,Der schˆne Tag,A Fine Day,2000,TBA,Thomas Arslan,"German, Turkish",74,Germany,"Selda Kaya, Elke Schmitte, Bilge Bingul",117234
25038,Dans Paris,Inside Paris,2006,15,Christophe HonorÈ,French,94,France,"Romain Duris, Louis Garrel, Guy Marchand",14654
25036,La moustache,The Moustache,2005,15,Emmanuel CarrËre,French,86,France,"Vincent Lindon, Mathieu Amalric, Emmanuelle Devos",16998
25034,MeurtriËres,Murderers,2006,18,Patrick Grandperret,French,97,France,"Hande Kodja, Gianni Giardinelli, CÈline Sallette, Anais de Courson",51244
25032,Nouvelle chance,"Oh, la, la!",2006,15,Anne Fontaine,French,90,France,"Jean-ChrÈtien Sibertin-Blanc, Danielle Darrieux, Arielle Dombasle",77438
25029,Women from the Lake of Scented Souls,,1993,TBA,Xie Fei,Mandarin,105,China,Siqin Gaowa,162841
25027,Terje Vigen,A Man There Was,1917,TBA,Victor Sjˆstrom,,52,Sweden,"Victor Sjˆstrˆm, Bergliot Husberg",108017
25023,Away From Her,,2006,12A,Sarah Polley,,109,Canada,"Olympia Dukakis, Michael Murphy, Kristin Thomson, Julie Christie, Gordon Pinsent",1919
25015,This is England,,2006,18,Shane Meadows,,103,UK,"Thomas Turgoose, Stephen Graham, Joe Gilgun, Jo Hartley, Andrew Shim",11798
25011,One-Armed Swordsman,Dubei dao,1967,TBA,Chang Chen,Mandarin,111,Hong Kong,"Yu Wang, Chung-Shun Huang, Chiao Chiao",146530
25008,The Love Eterne,Liang shan bo yu zhu ying tai,1963,TBA,Li Han Hsiang,"Cantonese, Mandarin",126,Hong Kong,"Ling Po, Li Di",107248
25002,These Girls,El-banate dol,2006,TBA,Tahani Rached,Arabic,66,Egypt,,19676
24998,The Dead,,1987,U,John Huston,,83,"US, UK, Ireland","Donal McCann, Donal Donnelly, Dan O'Herlihy, Angelica Huston",74471
24991,Half Nelson,,2006,15,Ryan Fleck,,107,US,"Shareeka Epps, Ryan Gosling, Monique Curnen, Anthony Mackie",7859
24986,VHS Kahloucha,,2006,TBA,Nejib Belkadhi,Arabic,80,Tunisia,
24981,Falafel,,2006,TBA,Michel Kammoun,Arabic,83,Lebanon,"Issam Boukhaled, Gabrielle Bou Rached, Elie Mitri",10888
24974,Barakat!,Enough!,2006,TBA,Djamila Sahraoui,"Arabic, French",90,"France, Algeria","Zahir Bouzrar, Rachida Brakni, Fettouma Bouamari",259987
24972,Palestine Blues,,2005,TBA,Nida Sinnokrot,Arabic,80,US,,41219
24970,Goddess,,1934,TBA,Wu Yonggang,Silent w/ musical accompaniment,77,China,Ruan Lingyu,179340
24964,"WWW, What a Wonderful World",,2006,TBA,Faouzi Bensaidi,"Arabic, French",98,"Morocco, France, Denmark","Nezha Rahil, Fatima Attif, Faouzi Bensaidi, El Mehdi Elaaroubi",97064
24957,The Family Friend,LíAmico di famiglia,2006,15,,Italian,103,"Italy, France","Laura Chiatti, Giacomo Rizzo, Fabrizio Bentivoglio",53486
24950,Curse of the Golden Flower,Man cheng jin dai huang,2006,15,Zhang Yimou,Mandarin,114,"Hong Kong, China","Liu Ye, Jay Chou, Gong Li, Chow Yun-Fat",1494
24947,Ju Dou,,1990,15,"Yang Fengliang, Zhang Yimou",Mandarin,95,"Japan, China","Gong Li, Fa Wu, Cong Zhijun, Chong Ma",41821
24943,Paths of Glory,,1957,PG,Stanley Kubrick,,87,US,"Ralph Meeker, Kirk Douglas, George Macready, Adolphe Menjou",975
24938,Iraq in Fragments,,2006,12A,James Longley,,96,US,,34389
24934,After the Wedding,Efter brylluppet,2006,15,Susanne Bier,Danish,124,"Sweden, Denmark","Sidse Babett Knudsen, Rolf Lassgard, Mads Mikkelsen",3549
24932,A City of Sadness,Beiqing chenshi,1989,15,Hou Hsiao-hsien,"Cantonese, Japanese, Mandarin",158,"Taiwan, Hong Kong","Xin Shu-Fen, Tony Leung Chiu Wai, Li Tien-Lu",49982
24927,Sunshine,,2007,15,Danny Boyle,English,108,,"Michelle Yeoh, Paloma Baeza, Rose Byrne, Troy Garity, Mark Strong, Hiroyuki Sanada, Chipo Chung, Chris Evans, Cillian Murphy, Cliff Curtis, Benedict Wong",1272
24919,The Lives of Others,Das Leben der Anderen,2006,15,Florian Henckel von Donnersmarck,German,138,Germany,"Ulrich Tukur, Ulrich M¸he, Sebastian Koch, Martina Gedeck",582
24910,The Namesake,,2006,12A,Mira Nair,English,122,US,"Zuleikha Robinson, Tabu, Kal Penn, Jacinda Barrett, Irfan Khan",16727
24908,La guerrilla y la esperanza: Lucio CabaÒas  ,The Guerrilla and the Hope: Lucio CabaÒas,2005,15,Gerardo Tort,Spanish,112,Mexico,,276088
24906,En el hoyo  ,In the Pit,2006,15,Juan Carlos Rulfo,Spanish,85,Mexico,
24904,Momentos del cortometraje  ,Moments in Short Films,,12A,Various,Spanish,83,"Spain, Mexico, Chile",
24903,Ojo del tiempo,Eye of Time,,12A,Various,Spanish,100,"Uruguay, Spain, Mexico",
24901,Corto Crecer,Short Developments,,PG,Various,Spanish,99,"Spain, Chile, Argentina",
24898,Cortados dÈ terror,Scars of Terror,,18,Various,Spanish,101,Spain,
24896,La Dignidad de los Nadies,The Dignity of the Nobodies,2005,15,Fernando Solanas,Spanish,120,Argentina,,98020
24894,Que suene la calle,Let the Street be heard,2006,TBA,Itzel Martinez,Spanish,62,Mexico,
24892,La Palomilla Salvaje,The Wild Bunch,2005,TBA,Gustavo Gamou,Spanish,51,Mexico,
24887,Noticias de una Guerra,War News,2006,12A,Eterio Ortega,Spanish,93,Spain,,109819
24882,Apaga y v·monos,Switch Off,2005,12A,Manel Mayol,"Mapudungan, Spanish",87,Spain,,253011
24879,The Holy Mountain,La MontaÒa sagrada,1973,18,Alejandro Jodorowsky,,114,"US, Mexico","Zamira Saunders, Hor·cio Salinas, Alejandro Jodorowsky",8327
24872,Sangre Eterna,Eternal Blood,2002,18,Jorge OlguÌn,Spanish,104,Chile,"Juan Pablo Ogalde, Blanca Lewin",101604
24870,Pura Sangre,Pure Blood,1982,18,Luis Ospina,Spanish,90,Colombia,"Humberto Arango, Florina Lemaitre",134245
24866,Sangre de vÌrgenes,Blood of the Virgins,1967,18,Emilio Vieyra,Spanish,72,Argentina,"Susana Beltr·n, Ricardo Bauleo",145821
24865,øQuiÈn puede matar a un niÒo?,Would You Kill A Child?,1975,18,Narcisco Ib·nez Serrador,English (Spanish subtitles),112,Spain,"Prunella Ransome, Lewis Fiander",43751
24861,"Alucarda, la hija de las tinieblas",,1978,18,Juan LÛpez Moctezuma,,85,Mexico,"Tina Romero, Susana Kamini, David Silva, Claudio Brook",40074
24858,La Madre muerta,The Dead Mother,1993,18,Juanma Bajo Ulloa,Spanish,111,Spain,"Silvio MarsÛ, Lio, Karra Elejalde, Ana Alvarez",115470
24854,El Habitante incierto,The Uncertain Guest,2004,15,Guillem Morales,Spanish,110,Spain,"MÛnica LÛpez, Minnie Marx, Francesc Garrido, Andoni Gracia, AgustÌ Villaronga",48594
24849,Rojo sangre,Blood Red,2004,18,Christian Molina,Spanish,88,Spain,"Paul Naschy, Miguel del Arco, Menh-Wai Trinh, Bibi Fern·ndez",27410
24843,The Backwoods,Bosque de sombras,2006,18,Koldo Serra,"English, Spanish",98,"UK, Spain","Virginie Ledoyen, Paddy Considine, Lluis Homar, Gary Oldman, Aitana S·nchez-GijÛn",12677
24838,FicciÛ,Fiction,2006,15,Cesc Gay,"Catalan, Spanish",107,Spain,"Montse Germ·n, Javier Camara, Eduard Fern·ndez, Carme Pla, Agata Roca",115603
24834,Derecho de familia,Family Law,2005,15,Daniel Burman,Spanish,105,"Spain, Italy, France, Argentina","Julieta Diaz, Eloy Burman, Daniel Hendler, Arturo Goetz, Adriana Aizenberg",97548
24829,"S·bado, una pelÌcula en tiempo real","Saturday, A Film in Real Time",2003,18,MatÌas Bize,Spanish,63,Chile,"Victor Montero, Diego MuÒoz, Blanca Lewin, Antonio Zegers",201797
24827,En La Cama,In Bed,2005,18,MatÌas Bize,Spanish,85,"Denmark, Chile","Gonzalo Valenzuela, Blanca Lewin",3041
24822,Madeinusa,,2005,18,Claudia Llosa,"Quechua, Spanish",103,"Spain, Peru","Yiliana Chong, Ubaldo Huaman, Magaly Solier, Carlos De La Torre",46820
24816,øPor quÈ se frotan las patitas?,Scandalous,2006,15,¡lvaro Begines,Spanish,105,Spain,"Ra˙l ArÈvalo, Lola Herrera, Carlos ¡lvarez-NÛvoa, Antonio Dechent",189457
24812,Los 2 lados de la cama,The 2 Sides of the Bed,2005,15,,Spanish,112,,"Pilar Castro, Secun de la Rosa, Veronica S·nchez, Maria Esteve, LucÌa JimÈnez, Ernesto Alterio, Guillermo Toledo, Alberto San Juan",89764
24806,"Un Franco, 14 Pesetas",Crossing Borders,2005,12A,Carlos Iglesias,Spanish,96,Spain,"Nieve de Medina, Javier GutiÈrrez, Carlos Iglesias",34594
24801,La Silla,The Chair,2006,15,Julio D. Wallovits,Spanish,97,Spain,"Ulises Dumont, Gonzalo Cunill, Francesc Orella, Francesc Garrido",2845
24796,Honor de cavalleria,Honor of the Knights - Quixotic,2006,12A,Albert Serra,Catalan,110,Spain,"LluÌs Serrat, LluÌs CarbÛ, Albert Pla",85461
24792,Volando Voy,My Quick Way Out,2005,15,Miguel Albaladejo,Spanish,115,Spain,"Mariola Fuentes, Fernando Tejero, Borja Navas, Alex Casanovas",74345
24787,azuloscurocasinegro,darkbluealmostblack,2006,15,Daniel S·nchez ArÈvelo,Spanish,105,Spain,"Ra˙l ArÈvelo, Quim GutiÈrrez, Marta Etura, Antonio de la Torre",3865
24783,Born and Bred,Nacido y criado,2006,15,Pablo Trapero,,100,"UK, Spain, France, Chile, Argentina","Martina Gusman, Guillermo Pfening, Federico Esquerro",74061
24779,El Camino de San Diego,,2006,15,Carlos Sorin,Spanish,98,"Spain, Argentina","MarÌa Marta Alvez, Ignacio BenÌtez, Carlos Wagner La Bella",64209
24774,Remake,,2006,15,Roger Gual,Spanish,95,"Spain, Argentina","Silvia Munt, Marta Etura, Juan Diego, Eusebio Poncela, Alex Brendem¸hl",176575
24770,SoÒar no cuesta nada,A Ton of Luck,2006,18,Rodrigo Triana,Spanish,96,"Colombia, Argentina","Manuel JosÈ Chaves, Juan Sebastian Aragon, Diego Cadavid, Carlos Manuel Vesga",189478
24767,La EducaciÛn de las hadas,,2006,12A,JosÈ Luis Cuerda,"French, Spanish",103,"Spain, Portugal, France, Argentina","Victor Valdivia, Ricardo Darin, IrËne Jacob, Bebe",65795
24764,Tu vida en 65',Your Life in 65í,2006,15,Maria Ripoli,Spanish,100,Spain,"Oriol Vila, Tamara Arias, Nuria Gago, Marc RodrÌguez, Javier Pereira, Irene Montal‡",91099
24757,The Night of the Sunflowers,La Noche de los girasoles,2006,15,Jorge S·nchez-Cabezudo,Spanish,123,"Spain, Poland, France","Mariano Alameda, Walter Vidarte, Manuel MorÛn, Judith Diakhate, Celso Bugallo, Carmelo GÛmez",58946
24753,El Aura,,2005,15,Fabi·n Bielinsky,Spanish,134,Argentina,"Ricardo Darin, Pablo CedrÛn, Nahuel PÈrez Biscayart, Dolores Fonzi",13653
24747,El ViolÌn,,2006,15,Francisco Vargas,Spanish,98,Mexico,"Gerardo Taracena, FermÌn MartÌnez, Don ¡ngel Tavira, Dagoberto Gama",68259
24742,"Buenos Aires, 1977",CrÛnica de una fuga,2006,15,Israel Adri·n Caetano,Spanish,103,Argentina,"Rodrigo de la Serna, Pablo Echarri, Nazareno Casero",25532
24738,Alatriste,,2006,15,Agustin Diaz Yanes,Spanish,135,Spain,"Unax Ugalde, Viggo Mortenson, Javier Camara, Eduardo Noriega, Eduard Fern·ndez, Ariadna Gil",13495
24733,Salvador,Puig Antich,2006,15,Manuel Huerga,"Catalan, French, Spanish",138,"UK, Spain","Trist·n Ulloa, Leonor Watling, Leonardo Sbaraglia, Ingrid Rubio, Daniel Br¸hl",6106
24726,Climates,Iklimler,2006,15,Nuri Bilge Ceylan,Turkish,102,Turkey,"Nuri Bilge Ceylan, Nazan Kirilmis, Ebru Ceylan",18421
24723,Manhattan,,1979,12A,Woody Allen,,96,US,"Woody Allen, Michael Murphy, Meryl Streep, Mariel Hemingway, Diane Keaton",696
24715,Fast Food Nation,,2006,15,Richard Linklater,,113,"US, UK","Patricia Arquette, Kris Kristofferson, Greg Kinnear, Ethan Hawke, Catalina Sandino Moreno",8324
24706,Bamako,,2006,PG,Abderrahmane Sissako,"Bambara, French",117,"US, Mali, France","TiÈcoura TraorÈ, HÈlËne Diarra, Elia Suleiman, Danny Glover, AÔssa MaÔga",62652
24698,Catch a Fire,,2006,12A,Philip Noyce,"Afrikaans, English, Zulu",101,"US, UK, South Africa","Tim Robbins, Derek Luke, Bonnie Mbuli",1123
