ID,Title,Alternative Title,Year,Certificate,Director,Language,Duration,Country of Origin,Actors,tmdb_id
93522,On Landguard Point ,,2012,PG,Robert Pacitti,English,83,Great Britain,"Julia Bardsley, Harminder Judge, Kira O'Reilly"
93430,In The Shadow,,2012,15,David Ondricek,"Czech, German, Polish",106,"Czech Republic, Slovak Republic, Poland, Israel","Ivan Trojan, Sebastian Koch, Sona Norisov·",166455
93477,Looking for Hortense ,Cherchez Hortense,2012,12A,Pascal Bonitzer,French,100,France,"Jean-Pierre Bacri, Kristin Scott Thomas, Isabelle CarrÈ, Marin Orcand TourrËs",130055
93465,When the Dragon Swallowed the Sun,,2011,15,Dirk Simon,"English, Tibetan",115,,"Youdon Aukatsang, Bhusang, Tenzin Choeying, Archbishop Desmond Tutu, Richard Gere",202984
93442,Mildred Pierce,,1945,PG,Michael Curtiz,English,111,US,"Joan Crawford, Jack Carson, Zachary Scott",3309
93425,Shock Corridor,,1963,15,Sam Fuller,English,96,US,"Peter Breck, Constance Towers, Gene Evans",25504
93149,Mister John ,,2013,15,"Christine Molloy, Joe Lawlor",English,95,"Ireland, Great Britain, Singapore","Aidan Gillen, Michael Thomas, Zoe Tay, Claire Keelan",199929
93137,Blue Jasmine ,,2013,12A,Woody Allen,English,98,USA,"Cate Blanchett, Alec Baldwin, Louis C.K., Bobby Cannavale, Sally Hawkins",160588
93127,Hannah Arendt ,,2012,12A,Margarethe von Trotta,"English, French, German",113,"Germany, Luxemburg, France","Barbara Sukowa, Axel Milberg, Janet McTeer",121873
93122,Rush,,2013,15,Ron Howard,"English, French, German, Italian",122,"USA, Germany, Great Britain","Chris Hemsworth, Daniel Br¸hl, Olivia Wilde, Natalie Dormer",96721
93116,Ain't Them Bodies Saints ,,2012,15,David Lowery,English,97,USA,"Rooney Mara, Ben Foster, Casey Affleck",152748
93108,Plein Soleil ,,1960,PG,RenÈ Clement,French,118,France,"Alain Delon, Marie LaforÍt, Maurice Ronet, Billy Kearns",10363
93099,Silence,,2012,PG,Pat Collins,,87,"Ireland, Germany","Andrew Bennett, Marie Coyne, Tommy Fahy",68730
93026,Metro Manila,,2013,15,Sean Ellis,Tagalog,115,"Philippines, Great Britain","Jake Macapagal, Althea Vega, John Arcilla",158091
92897,The Kings of Summer ,,2013,15,Jordan Vogt-Roberts,English,95,US,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",156700
92619,UFO in Her Eyes,,2011,15,Xiaolu Guo,"English, Mandarin",110,Germany,"Shi Ke, Udo Kier, Mandy Zhang, Y. Peng Liu",101958
92629,RSC Live: Richard II,,,live,Gregory Doran,English,,,"David Tennant, Michael Pennington, Oliver Ford Davies"
92477,Paradise: Love,Paradies: Liebe,2012,18,Ulrich Seidl,"English, German, Swahili",121,"Austria, Germany, France","Margarete Tiesel, Peter Kazungu, Inge Maux",103686
92483,Paradise: Hope ,Paradies: Hoffnung,2013,15,Ulrich Seidl,German,92,"Austria, Germany, France","Melanie Lenz, Verena Lehbauer, Joseph Lorenz",150897
92480,Paradise: Faith,Paradies: Glaube,2012,18,Ulrich Seidl,"Arabic, German",115,"Austria, Germany, France","Maria Hofstatter, Nabil Saleh, Natalya Baranova",129734
92418,Heavenís Gate ,,1981,15,Michael Cimino,English,216,US,"Kris Kristofferson, Christopher Walken, John Hurt",10935
92409,My Father and the Man in Black ,,2012,15,Jonathan Holiff,English,87,Canada,"Johnny Cash, Saul Holiff, June Carter Cash",115214
91886,Morrissey 25: Live,,2013,PG,James Russell,,92,US,,218229
91883,Rock and Rollís Greatest Failure: Otway the Movie,,2012,12A,Steve Barker,English,97,Great Britain,,218937
91661,Blackfish,,2013,15,Gabriela Cowperthwaite,English,83,US,"Kim Ashdown, Samantha Berg, Dave Duffus",158999
91671,Foxfire,,2012,15,Laurent Cantet,English,143,France,"Ali Liebert, Michelle Nolden, Tamara Hope",101998
91692,Kuma,,2012,12A,Umut Dag,"German, Turkish",93,Austria,"Nihal G. Koldas, Beg¸m Akkaya, Vedat Erincin",133250
91700,Upstream Colour ,,2013,12A,Shane Carruth,English,96,US,"Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins, Kathy Carruth"
91652,Pussy Riot: A Punk Prayer ,Pokazatelnyy protsess: Istoriya Pussy Riot,2013,18,"Maxim Pozdorovkin, Mike Lerner",Russian,89,"Russia, Great Britain","Mariya Alyokhina, Natalia Alyokhina, Mark Feygin",159032
91250,Special UK Preview: Premier/Divisions,,2013,PG,Chris Paul Daniels,,60,,
91243,Play,,2011,15,Ruben ÷stlund,Swedish,118,"Sweden, Denmark, Finland","Kevin Vaz, Anas Abdirahman, Yannick DiakitÈ",208643
91233,David Bowie is happening now,,2013,live,Hamish Hamilton,English,90,UK,
90166,The Invisibles,Les Invisibles,2012,15,SÈbastien Lifshitz,French,115,France,"Bernard, Catherine, Christian",212189
90160,She Monkeys,Apflikorna,2011,12A,Lisa Aschan,Swedish,83,Sweden,"Mathilda Paradeiser, Linda Molin, Isabella Lindquist",78646
90155,Vito,,2011,12A,Jeffrey Schwarz,English,93,USA,"Phyllis Antonellis, Richard Barrios, Richard Berkowitz",108917
90149,Beyond The Walls,Hors les murs,2012,15,David Lambert,"Albanian, French",98,"Belgium, Canada, France","Matila Malliarakis, Guillaume Gouix, David Salles",136663
90141,I Want Your Love,,2012,18,Travis Mathews,English,71,USA,"Jesse Metzger, Brontez Purnell, Ben Jasper",142108
90217,Night Moves,,1975,18,Arthur Penn,English,98,USA,"Gene Hackman, Jennifer Warren, Susan Clark",32042
90210,Wild Things,,1998,18,John McNaughton,English,108,USA,"Kevin Bacon, Matt Dillon, Neve Campbell",617
90134,The Artist and the Model,El artista y la modelo,2012,12A,Fernando Trueba,"French, Spanish",105,Spain,"Jean Rochefort, Aida Folch, Claudia Cardinale, Chus Lampreave",115821
90124,Museum Hours,,2012,12A,Jem Cohen,German,107,"AT, US","Mary Margaret O'Hara, Bobby Sommer, Ela Piplits",128133
90119,The Great Beauty,La grande bellezza,2013,15,Paolo Sorrentino,Italian,142,"Italy, France","Toni Servillo, Carlo Verdone, Sabrina Ferilli",179144
90108,What Maisie Knew,,2012,15,"David Siegel, Scott McGehee",English,99,USA,"Julianne Moore, Steve Coogan, Alexander Skarsgard",127373
90104,Alan Partridge: Alpha Papa,,2013,15,Declan Lowney,English,90,Great Britain,"Steve Coogan, Colm Meaney, Sean Pertwee, Anna Maxwell Martin",177699
90068,Wadjda,,2012,PG,Haifaa Al-Mansour,Arabic,97,Saudi Arabia,"Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani, Ahd, Sultan Al Assaf",129112
90073,Only God Forgives,,2013,18,Nicholas Winding Refn,English,90,"France, Denmark","Ryan Gosling, Kristin Scott Thomas, Yayaying Rhatha Phongam",77987
90056,The World's End,,2013,15,Edgar Wright,English,,Great Britain,"Simon Pegg, Nick Frost, Rosamund Pike, Martin Freeman",107985
90045,Breathe In,,2013,15,Drake Doremus,English,98,US,"Guy Pearce, Felicity Jones, Amy Ryan",158907
90031,We Steal Secrets: The Story of WikiLeaks,,2013,15,Alex Gibney,English,130,US,"Julian Assange, Adrian Lamo",159154
90023,The Deep,Dj˙pi,2012,12A,Baltasar Kormakur,Icelandic,95,Iceland,"”lafur Darri ”lafsson, JÛhann G. JÛhannsson, ﬁorbjˆrg Helga ﬁorgilsdÛttir",210571
90016,Frances Ha,,2012,15,Noah Baumbach,English,86,US,"Greta Gerwig, Micky Sumner, Adam Driver",121986
90241,The King of Marvin Gardens,,1972,15,Bob Rafelson,English,101,US,"Jack Nicholson, Bruce Dern, Ellen Burstyn",50627
90248,Scarecrow,,1973,18,Jerry Schatzberg,English,110,US,"Gene Hackman, Al Pacino, Dorothy Tristan, Ann Wedgeworth",226948
89996,The Bling Ring,,2013,15,Sofia Coppola,English,90,US,"Katie Chang, Emma Watson, Taissa Farmiga, Israel Broussard, Claire Julien",96936
89991,Macbeth,,,live,"Kenneth Branagh, Rob Ashford",English,120 mins,,"Kenneth Branagh, Alex Kingston",225728
89619,A Field in England,,2013,15,Ben Wheatley,,90,GB,"Julian Barratt, Michael Smiley, Reece Shearsmith",179111
89530,The Reluctant Fundamentalist ,,2013,15,The Reluctant Fundamentalist,"English, Hindi",130,"UK, US","Riz Ahmed, Kate Hudson, Liev Schrieber, Kiefer Sutherland",121677
89525,Populaire,,2012,12A,RÈgis Roinsard,French,111,France,"Romain Duris, DÈborah FranÁois, BÈrÈnice Bejo",136403
89505,Coriolanus,,,live,Josie Rourke,,,,"Tom Hiddleston, Mark Gatiss",101173
89354,Behind the Candelabra,,2013,15,Steven Soderbergh,English,118,US,"Matt Damon, Michael Douglas, Rob Lowe",119675
89323,From Up On Poppy Hill,Kokuriko-zaka kara,2011,U,Goro Miyazaki,Japanese,92,Japan,"Masami Nagasawa, Jun'ichi Okada, Keiko Takeshita, Yuriko Ishida, Sarah Bolger, Anton Yelchin, Gillian Anderson, Christina Hendricks",83389
89305,My Neighbour Totoro,Tonari no Totoro,1988,U,Hayao Miyazaki,"English (Dubbed), Japanese",87,Japan,"Chika Sakamoto, Noriko Hidaka, Toshiyuki Amagasa, Cheryl Chase, Lisa Michelson, Greg Snegoff, Alexandra Kenworthy",8392
89286,Piercing Brightness,,2012,12A,Shezad Dawood,"English, Mandarin",76,UK,"Houda Echouafni, Chen Ko, Bhasker Patel",193986
88961,Renoir,,2012,12A,Gilles Bourdos,"French, Italian",111,France,"Michel Bouquet, Christa Theret, Vincent Rottiers, Thomas Doret, Romane Bohringer",134673
88964,The Act of Killing,,2012,15,Joshua Oppenheimer,"English, Indonesian",122,"Denmark, Norway","Haji Anif, Syamsul Arifin, Sakhyan Asmara",123678
88957,Stories We Tell,,2012,12A,Sarah Polley,English,109,Canada,"Pixie Bigelow, Deirdre Bowen, Geoffrey Bowes",128216
88951,Much Ado About Nothing,,2012,12A,Joss Whedon,English,107,US,"Amy Acker, Alexis Denisof, Fran Kranz",11971
88947,Before Midnight,,2013,15,Richard Linklater,"English, French, Greek",108,US,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick",132344
88944,Beware of Mr Baker,,2012,15,Jay Bulger,English,92,US,,97610
88940,Mud,,2012,12A,Jeff Nichols,English,130,US,"Matthew McConaughey, Tye Sheridan, Jacob Lofland, Reese Witherspoon",103731
88428,In the Fog,,2012,12A,Sergei Loznitsa,Russian,128,"Germany, Russia, Netherlands, Belarus","Vladimir Svirski, Vlad Abashin, Sergei Kolesov, Vlad Ivanov",103742
88136,The Gatekeepers,,2012,15,Dror Moreh,"English, Hebrew",100,"Israel, France, Germany, Belgium",,127918
87728,The Stone Roses: Made of Stone,,2013,15,Shane Meadows,English,96,Great Britain,"Ian Brown, John Squire, Gary Mounfield, Alan Wren",193524
87655,Othello,,,live,Nicholas Hytner,,195,,"Adrian Lester, Rory Kinnear",16420
87485,Anguish and Enthusiasm/ Artist Film Forum 2,,Various,15,Various,,55,,
87479,Anguish and Enthusiasm/ Artist Film Forum 1,,Various,PG,Various,,88,,
87321,Post Tenebras Lux,,2012,18,Carlos Reygadas,"French, Spanish",120,"Mexico, France","Adolfo JimÈnez Castro, Nathalia Acevedo, Willebaldo Torres",103689
86977,Deep State,,2012,15,"Brad Butler, Karen Mirza",,45,Great Britain,
86969,Coming Forth By Day,,2012,12A,Hala Lotfy,Arabic,95,Egypt,"Donia Maher, Salma Al-Najjar, Ahmad Lutfi",168308
86963,Lust,El Shooq,2011,15,Khaled El Hagar,Arabic,135,"Egypt, France","Sausan Badr, Ruby, Kooky, Ahmed Azmy, Ahmed Kamal, Mohamed Ramadan, Sayed Ragab, Doaa Teíama, Boutrous Boutrous Ghali",133155
86960,One-Zero,Wahed Sefr,2009,15,Kamla Abu Zekry,Arabic,144,Egypt,"Kahled Abol Naga, Zeina, Ilham Shaheen",136996
86955,In the Shadow of a Man,,2012,15,Hanan Abdalla,Arabic,65,Egypt,,187396
86951,Winter of Discontent,Al Sheita Elli Fat,2012,15,Ibrahim El Batout,Arabic,94,Egypt,"Amr Waked, Salah Al Hanafy, Farah Youssef",137079
86934,Point Blank,,1967,15,John Boorman,English,92,US,"Lee Marvin, Angie Dickinson, Keenan Wynn",26039
86928,A Place in the Sun,,1951,U,George Stevens,English,122,US,"Montgomery Clift, Elizabeth Taylor, Shelley Winters",25673
86921,Madame deÖ,,1953,U,Max Oph¸ls,French,105,"France, Italy","Charles Boyer, Danielle Darrieux, Vittorio De Sica",27030
86917,Roman Holiday,,1953,U,William Wyler,English,118,US,"Audery Hepburn, Gregory Peck, Eddie Albert",804
86908,The Gospel According to St. Matthew,Il Vangelo secondo Matteo,1964,PG,Pier Paolo Pasolini,Italian,137,Italy,"Enrique Irazoqui, Margherita Caruso, Susanna Pasolini",24192
86905,Flying Blind,,2012,15,Kasia Klimkiewicz,English,93,Great Britain,"Helen McCrory, Kenneth Cranham, Najib Oudghiri, Tristan Gemmill",184053
86869,Rocky Road to Dublin,,1968,12,Peter Lennon,English,68,"Ireland, France",,78457
86862,Tsar to Lenin,,1937,15,Herman Axelbank,English,63,US,,139828
86779,Like Someone in Love,,2012,12A,Abbas Kiarostami,Japanese,98,"France, Japan","Rin Takanashi, Tadashi Okuno, DenDen, Ryo Kase",102001
86773,ThÈrËse Desqueyroux,,2012,12A,Claude Miller,French,110,FR,"Audrey Tautou, Gilles Lellouche, AnaÔs Demoustier, Stanley Weber",110323
86853,The Autobiography of Nicolae Ceau,Autobiografia Lui Nicolae Ceau,2010,12A,Andrei Ujica,Romanian,187,Romania,
86767,Something in the Air,AprËs Mai,2012,15,Olivier Assayas,French,122,FR,"ClÈment Metayer, FÈlix Armand, Hugo Conzelmann, Lola CrÈton",147190
86759,The Great Gatsby,,2012,12A,Baz Luhrmann,English,142,"US, AUS","Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Isla Fisher",64682
86850,12:08 East of Bucharest,A fost sau n-a fost,2006,15,Corneliu Porumboiu,Romanian,89,Romania,"Mircea Andreescu, Teo Corban, Ion Sapdaru",24159
86753,A Hijacking,Kapringen,2012,15,Tobias Lindholm,"Danish, English",103,Denmark,"Amalie Ihle Alstrup, Johan Philip Asbaek, Ole Dupont, S¯ren Malling, Roland M¯ller",127846
86733,Me and You,lo e te,2012,15,Bernardo Bertolucci,Italian,103,Italy,"Jacopo Olmo Antinori, Tea Falco, Sonia Bergamasco, Veronica Lazar",133704
86726,White Elephant,Elefante blanco,2012,15,Pablo Trapero,Spanish,110,"Argentina, France, Spain","Ricardo Darin, Martina Gusman, JÈrÈmie Renier",110393
86718,The Look Of Love,,2012,18,Michael Winterbottom,English,101,Great Britain,"Steve Coogan, Tamsin Egerton, Imogen Poots, Anna Friel",158914
86692,Love Is All You Need,Den skaldede fris¯r,2012,15,Susan Bier,"Danish, English, Italian",112,Denmark,"Pierce Brosnan, Paprika Steen, Trine Dyrholm, Kim Bodnia",246115
86674,The Place Beyond The Pines,,2012,15,Derek Cianfrance,English,140,US,"Ryan Gosling, Bradley Cooper, Eva Mendes, Rose Byrne",97367
86659,Spring Breakers,,2012,18,Harmony Korine,English,93,US,"James Franco, Vanessa Hudgens, Selena Gomez, Ashley Benson, Rachel Korine",122081
86638,A Late Quartet,,2012,15,Yaron Zilberman,English,105,US,"Philip Seymour Hoffman, Christopher Walken, Catherine Keener, Imogen Poots, Madhur Jaffrey",121879
86618,I'm So Excited! ,Los Amantes Pasajeros,2012,15,Pedro AlmodÛvar,Spanish,,Spain,"Javier Camara, Cecilia Roth, Lola DueÒas, Ra˙l ArÈvalo",144789
86604,Michael H. Profession: Director,,2013,18,Yves Montmayeur,English,92,"Austria, France",,174353
86238,Compliance,,2011,15,Craig Zobel,English,92,US,"Ann Dowd, Dreama Walker, Pat Healy",84188
85962,The Audience,,,live,Stephen Daldry,,180,,Helen Mirren,125742
85955,Trance,,2013,15,Danny Boyle,English,101,Great Britain,"James McAvoy, Vincent Cassel, Rosario Dawson",68727
85949,Stoker,,2013,18,Park Chan-Wook,English,99,US,"Nicole Kidman, Mia Wasikowska, Dermot Mulroney, Matthew Goode, Jacki Weaver",86825
85540,The Spirit of í45 ,,2013,U,Ken Loach,English,94,Great Britain,,164580
85500,I Wish,,2011,PG,Hirokazu Koreeda,Japanese,128,Japan,"OhshirÙ Maeda, Koki Maeda",237641
84612,Del lado del verano,The Summer Side,2012,15,Antonia San Juan,Spanish,100,Spain,"Antonia San Juan, Eduardo Casanova, Secun de la Rosa, Sara Guerra, Luis Miguel SeguÌ",196263
85026,A puerta frÌa ,Cold Call,2012,12A,Xavi Puebla,Spanish,80,Spain,"Antonio Dechent, MarÌa Valverde, Nick Nolte, HÈctor ColomÈ, JosÈ Luis GarcÌa-PÈrez",160946
84835,Medianeras,Sidewalls,2011,TBA,Gustavo Taretto,Spanish,95,"Argentina, Spain, Germany","Javier Drolas, Pilar LÛpez de Ayala, InÈs Efron",76696
84780,DespuÈs de LucÌa ,After Lucia,2012,18,Michel Franco,Spanish,98,"Mexico, France","Tessa Ia, Gonzalo Vega Jr., Tamara Yazbek, Hern·n Mendoza",126315
84828,Infancia clandestina,Clandestine Childhood,2011,12A,Benjamin ¡vila,Spanish,110,"Argentina, Spain, Brazil","Natalia Oreiro, Ernesto Alterio, CÈsar Troncoso, Teo GutiÈrrez Romero",127880
84773,Ali,Ali,2012,12A,Paco R. BaÒos,Spanish,84,Spain,"VerÛnica ForquÈ, Nadia de Santiago, Juli·n Villagr·n",8489
84767,La Chispa de la vida,As Luck Would Have It,2011,15,Alex de la Iglesia,Spanish,98,Spain,"JosÈ Mota, Salma Hayek, Blanca Portillo",84797
84759,La Vida empieza hoy,Life Begins Today,2010,15,Laura MaÒ·,Spanish,90,Spain,"Pilar Bardem, Maria Barranco, Sonsoles Benedicto, Eduardo Blanco, Mariana Cordero",167427
84743,La Demora,The Delay,2012,12A,Rodrigo Pl·,Spanish,84,"Uruguay, Mexico, France","Roxana Blanco, Carlos Vallarino, Oscar Pernas",133491
84738,La Voz dormida,The Sleeping Voice,2011,18,Benito Zambrano,Spainsh,128,Spain,"Inma Cuesta, MarÌa LeÛn, Marc Clotet, Daniel HolguÌn",79745
84731,Una Vida sin palabras,A Life Without Words,2011,U,Adam Isenberg,Spanish,71,"Nicaragua, Turkey",,254306
84726,Els Nens salvatges,The Wild Ones,2012,15,Patricia Ferreira,Catalan,100,Spain,"Marina Comas, ¿lex Monner, Albert BarÛ",110198
84720,Pescador,Fisherman,2011,15,Sebasti·n Cordero,Spain,95,"Ecuador, Colombia","AndrÈs Crespo, Alejandro Fajardo, MarÌa Cecilia S·nchez",174234
84689,Violeta se fue a los cielos,Violeta Went to Heaven,2011,15,AndrÈs Wood,Spanish,110,"Chile, Argentina, Spain, Brazil","Francisca Gavil·n, Thomas Durand, Christian Quevedo",80717
84682,El Mundo es nuestro,The World Is Ours,2012,15,Alfonso S·nchez,Spanish,87,Spain,Alfonso Sa,115655
84673,Lobos de Arga,Game of Werewolves,2011,15,Juan Martinez Moreno,Spanish,102,Spain,"Gorka Otxoa, Carlos Areces, Secun de la Rosa",100270
84657,30 aÒos de oscuridad ,30 Years of Darkness,2011,12A,Manuel H. MartÌn,Spanish,85,Spain,,119609
84647,ChocÛ,ChocÛ,2012,18,Jhonny Hendrix,Spanish,80,Colombia,"Esteban Copete, Karent Hinestroza, Sebasti·n Mosqueira"
84641,De jueves a domingo,Thursday 'til Sunday,2012,PG,Dominga Sotomayor Castillo,Spanish,94,Chile,"Santi Ahumada, Emiliano Freifeld, Paola Giannini, Francisco PÈrez-Bannen",121929
84627,Las Buenas hierbas,The Good Herbs,2010,12A,MarÌa Novaro,Spanish,117,Mexico,"⁄rsula Pruneda, Ofelia Medina, Ana Ofelia MurguÌa",108331
84600,°Atraco!,Hold Up!,2012,12A,Eduard CortÈs,Spanish,111,"Spain, Argentina","”scar Jaenada, Amaia Salamanca, Guillermo Francella, Nicol·s CabrÈ, Daniel Fanego",138092
84972,Gangs of Wasseypur - Part 2,,2012,18,Anurag Kashyap,Hindi,160,India,"Manoj Bajpai, Jaideep Ahlawat, Tigmanshu Dhulia, Piyush Mishra, Richa Chadda, Nawazuddin Siddiqui, Reemma Sen, Huma Qureshi"
84966,Gangs of Wasseypur - Part 1,,2012,15,Anurag Kashyap,Hindi,160,India,"Manoj Bajpai, Jaideep Ahlawat, Tigmanshu Dhulia, Piyush Mishra, Richa Chadda, Nawazuddin Siddiqui, Reemma Sen, Huma Qureshi"
84664,Broken,,2012,15,Rufus Norris,English,91,Great Britain,"Tim Roth, Eloise Laurence, Cillian Murphy",109584
84654,To The Wonder,,2012,12A,Terrence Malick,"English, French, Italian, Spanish",112,US,"Ben Affleck, Rachel McAdams, Javier Bardem, Olga Kurylenko",60281
84650,Everyday,,2012,15,Michael Winterbottom,English,106,Great Britain,"Shirley Henderson, John Simm, Shaun Kirk, Robert Kirk, Katrina Kirk, Stephanie Kirk",127363
84296,The Long Holidays of 1936,Las Largas vacaciones del 36,1976,12A,Jaime Camino,Spanish,106,Spain,"Concha Velasco, JosÈ Sacrist·n, Francisco Rabal, Angela Molina"
84322,Hobson's Choice,,1954,U,David Lean,English,108,Great Britain,"Charles Laughton, John Mills, Brenda de Banzie, Prunella Scales",16410
83605,[REC] ≥ GÈnesis,,2012,18,Paco Plaza,Spanish,80,Spain,"Leticia Dolera, Diego Martin, Mireia Ros, Carla Nieto, Claire Bashet, Emilio Mencheta, Javier Botet",80280
83329,Robinson in Ruins,,2010,U,Patrick Keiller,English,101,Great Britain,,69340
83238,Zero Dark Thirty,,2012,15,Kathryn Bigelow,English,157,Great Britain,"Jessica Chastain, Scott Adkins, Jason Clarke, Mark Strong, James Gandolfini, Mark Duplass, Joel Edgerton, Jennifer Ehle",97630
83229,Neil Young Journeys,,2011,PG,Jonathan Demme,English,87,US,,105978
83219,Chasing Ice,,2012,12A,Jeff Orlowski,English,80,US,,84185
83212,Midnight's Children,,2012,12A,Deepa Mehta,English,146,"Canada, Great Britain","Satya Bhabha, Shahana Goswami, Rajat Kapoor, Seema Biswas, Shriya Saran, Charles Dance",121598
